Sample Number,Parameter Values,Tumor Reduction,Reason For Rejection,Rejection Category
148,"{""drug_diffusion"": 9.824418082469538e-09, ""drug_efficacy"": 0.8331645493944357, ""drug_loading"": 0.4862866859598202, ""np_diffusion"": 8.81687118391877e-09, ""particle_size_nm"": 65.40759437813419, ""release_rate"": 0.062338044847723026, ""tumor_growth_rate"": 0.04737929934660077, ""uptake_rate"": 0.010166960118261627}",-15.0818538984,final tumor volume exceeds the initial tumor volume.,Treatment failure
149,"{""drug_diffusion"": 6.189373063336962e-09, ""drug_efficacy"": 0.32699700156472683, ""drug_loading"": 0.42229348252730453, ""np_diffusion"": 5.1659789062703744e-09, ""particle_size_nm"": 144.97716553320663, ""release_rate"": 0.18134078228814288, ""tumor_growth_rate"": 0.04222300375976356, ""uptake_rate"": 0.08995753441118656}",-433.192960973,final tumor volume exceeds the initial tumor volume.,Treatment failure
150,"{""drug_diffusion"": 7.517654585250573e-09, ""drug_efficacy"": 0.8342314782169113, ""drug_loading"": 0.43575343731524646, ""np_diffusion"": 8.516224483934624e-09, ""particle_size_nm"": 122.98247122786235, ""release_rate"": 0.010727384009629328, ""tumor_growth_rate"": 0.04838744994166245, ""uptake_rate"": 0.03849841679510713}",-656.390309266,final tumor volume exceeds the initial tumor volume.,Treatment failure
152,"{""drug_diffusion"": 1.5115032322681182e-09, ""drug_efficacy"": 0.3552549268299906, ""drug_loading"": 0.8018022748814038, ""np_diffusion"": 2.761616779399071e-09, ""particle_size_nm"": 32.97362972917757, ""release_rate"": 0.01101422621240952, ""tumor_growth_rate"": 0.01015029064094732, ""uptake_rate"": 0.06548942742515436}",-30.9691674992,final tumor volume exceeds the initial tumor volume.,Treatment failure
155,"{""drug_diffusion"": 2.4911724283991094e-09, ""drug_efficacy"": 0.8489812886823564, ""drug_loading"": 0.2327311863625973, ""np_diffusion"": 8.180042387817204e-10, ""particle_size_nm"": 158.20535922470663, ""release_rate"": 0.011915117795681022, ""tumor_growth_rate"": 0.02571857211835297, ""uptake_rate"": 0.019989543042138187}",-100.737633137,final tumor volume exceeds the initial tumor volume.,Treatment failure
157,"{""drug_diffusion"": 1.798547992096322e-09, ""drug_efficacy"": 0.542389823767223, ""drug_loading"": 0.4066734357157168, ""np_diffusion"": 1.0304080602845305e-09, ""particle_size_nm"": 21.113392064921054, ""release_rate"": 0.07488491834400125, ""tumor_growth_rate"": 0.037036182520855915, ""uptake_rate"": 0.08281754617701623}",-89.8222791262,final tumor volume exceeds the initial tumor volume.,Treatment failure
159,"{""drug_diffusion"": 6.7330169019883695e-09, ""drug_efficacy"": 0.3267219376063607, ""drug_loading"": 0.8977473616077893, ""np_diffusion"": 1.7088346969403963e-09, ""particle_size_nm"": 174.70298757936763, ""release_rate"": 0.031778258498194975, ""tumor_growth_rate"": 0.042230624694378265, ""uptake_rate"": 0.08797837281768085}",-816.747954673,final tumor volume exceeds the initial tumor volume.,Treatment failure
160,"{""drug_diffusion"": 2.106881008227632e-09, ""drug_efficacy"": 0.4979488673253326, ""drug_loading"": 0.9698169460042272, ""np_diffusion"": 4.758989482153195e-09, ""particle_size_nm"": 181.71136019983436, ""release_rate"": 0.13338956137116484, ""tumor_growth_rate"": 0.04999035855638719, ""uptake_rate"": 0.08710961774988861}",-334.115050822,final tumor volume exceeds the initial tumor volume.,Treatment failure
161,"{""drug_diffusion"": 1.706705777523893e-09, ""drug_efficacy"": 0.33249158254155625, ""drug_loading"": 0.28690204995694557, ""np_diffusion"": 2.3152787462518076e-09, ""particle_size_nm"": 177.0215706938156, ""release_rate"": 0.041165905031804575, ""tumor_growth_rate"": 0.04658420976354919, ""uptake_rate"": 0.07489835670444696}",-853.346912746,final tumor volume exceeds the initial tumor volume.,Treatment failure
166,"{""drug_diffusion"": 9.15412447861746e-09, ""drug_efficacy"": 0.5806516241536787, ""drug_loading"": 0.5254370909573096, ""np_diffusion"": 6.928416596842514e-09, ""particle_size_nm"": 189.4586753477524, ""release_rate"": 0.026721157546927367, ""tumor_growth_rate"": 0.029170281810969534, ""uptake_rate"": 0.06378248596699833}",-141.745056171,final tumor volume exceeds the initial tumor volume.,Treatment failure
170,"{""drug_diffusion"": 3.5182025806827983e-09, ""drug_efficacy"": 0.3405634652655991, ""drug_loading"": 0.5045647276900163, ""np_diffusion"": 2.701058846074209e-10, ""particle_size_nm"": 193.62322771033337, ""release_rate"": 0.042200612590324565, ""tumor_growth_rate"": 0.028271831776234713, ""uptake_rate"": 0.03258499429290244}",-235.933798314,final tumor volume exceeds the initial tumor volume.,Treatment failure
173,"{""drug_diffusion"": 5.345644705879074e-09, ""drug_efficacy"": 0.3125595096538193, ""drug_loading"": 0.8638894155858023, ""np_diffusion"": 7.91302066380371e-09, ""particle_size_nm"": 81.3919376906033, ""release_rate"": 0.011390105155675978, ""tumor_growth_rate"": 0.04665568501951389, ""uptake_rate"": 0.08602134211974183}",-1204.55604568,final tumor volume exceeds the initial tumor volume.,Treatment failure
174,"{""drug_diffusion"": 8.27083873787313e-09, ""drug_efficacy"": 0.6423951725391701, ""drug_loading"": 0.39605366965377914, ""np_diffusion"": 8.870754916316852e-09, ""particle_size_nm"": 149.39608036257954, ""release_rate"": 0.19347191849773065, ""tumor_growth_rate"": 0.04617635264622764, ""uptake_rate"": 0.05433796904782443}",-60.2247636862,final tumor volume exceeds the initial tumor volume.,Treatment failure
181,"{""drug_diffusion"": 8.48589597768901e-09, ""drug_efficacy"": 0.3698781059113111, ""drug_loading"": 0.8779045636552973, ""np_diffusion"": 4.684954292205538e-09, ""particle_size_nm"": 133.21693862691077, ""release_rate"": 0.19585918356661774, ""tumor_growth_rate"": 0.040780757394835554, ""uptake_rate"": 0.02220991256282856}",-296.94660061,final tumor volume exceeds the initial tumor volume.,Treatment failure
186,"{""drug_diffusion"": 3.241430362202265e-09, ""drug_efficacy"": 0.49089669456994445, ""drug_loading"": 0.529542473094069, ""np_diffusion"": 3.6253920445408303e-09, ""particle_size_nm"": 120.52144784705496, ""release_rate"": 0.02209650361107649, ""tumor_growth_rate"": 0.029263104720823552, ""uptake_rate"": 0.0989682576563653}",-271.741073984,final tumor volume exceeds the initial tumor volume.,Treatment failure
187,"{""drug_diffusion"": 9.816597718159607e-09, ""drug_efficacy"": 0.7361163918427599, ""drug_loading"": 0.20811084553695045, ""np_diffusion"": 6.305274728079127e-09, ""particle_size_nm"": 172.707454518482, ""release_rate"": 0.015791613348044825, ""tumor_growth_rate"": 0.03436856946870088, ""uptake_rate"": 0.0210440637206169}",-231.944312252,final tumor volume exceeds the initial tumor volume.,Treatment failure
189,"{""drug_diffusion"": 2.482792840644641e-09, ""drug_efficacy"": 0.3780379238020305, ""drug_loading"": 0.8838904302587502, ""np_diffusion"": 4.32681764192527e-09, ""particle_size_nm"": 21.604259974716694, ""release_rate"": 0.04801517559741463, ""tumor_growth_rate"": 0.03749228265657808, ""uptake_rate"": 0.057649897915694685}",-392.067558262,final tumor volume exceeds the initial tumor volume.,Treatment failure
192,"{""drug_diffusion"": 8.365531245498115e-09, ""drug_efficacy"": 0.4989868355408848, ""drug_loading"": 0.8375291451945328, ""np_diffusion"": 6.297647047406925e-09, ""particle_size_nm"": 185.30271343268387, ""release_rate"": 0.19213588129147297, ""tumor_growth_rate"": 0.03893263346856069, ""uptake_rate"": 0.09288251774562203}",-94.3966506822,final tumor volume exceeds the initial tumor volume.,Treatment failure
193,"{""drug_diffusion"": 9.990321381675572e-09, ""drug_efficacy"": 0.5014687958306981, ""drug_loading"": 0.5344803639175615, ""np_diffusion"": 3.4665302347563762e-09, ""particle_size_nm"": 33.220238936810894, ""release_rate"": 0.18547835356568923, ""tumor_growth_rate"": 0.035062585383734454, ""uptake_rate"": 0.07896263155673144}",-43.2391456505,final tumor volume exceeds the initial tumor volume.,Treatment failure
195,"{""drug_diffusion"": 8.980085639472055e-09, ""drug_efficacy"": 0.30177603306622863, ""drug_loading"": 0.8926942137170126, ""np_diffusion"": 1.5602982397460078e-10, ""particle_size_nm"": 194.50169839041658, ""release_rate"": 0.12879788434188358, ""tumor_growth_rate"": 0.033906999775139654, ""uptake_rate"": 0.0788020977656721}",-269.147303825,final tumor volume exceeds the initial tumor volume.,Treatment failure
198,"{""drug_diffusion"": 7.882995910054137e-10, ""drug_efficacy"": 0.8038173658351369, ""drug_loading"": 0.8837296017921055, ""np_diffusion"": 5.117995968336538e-10, ""particle_size_nm"": 97.1929154537558, ""release_rate"": 0.01630454832693373, ""tumor_growth_rate"": 0.04749768088782938, ""uptake_rate"": 0.03674319341509283}",-663.131966329,final tumor volume exceeds the initial tumor volume.,Treatment failure
201,"{""drug_diffusion"": 8.92190276578222e-09, ""drug_efficacy"": 0.3999614614828832, ""drug_loading"": 0.39644142527550563, ""np_diffusion"": 1.6928061276924397e-09, ""particle_size_nm"": 164.37303855239205, ""release_rate"": 0.09092088000612639, ""tumor_growth_rate"": 0.044143093414246756, ""uptake_rate"": 0.09532900573749829}",-401.615586266,final tumor volume exceeds the initial tumor volume.,Treatment failure
202,"{""drug_diffusion"": 2.62831782551862e-09, ""drug_efficacy"": 0.3061332159402447, ""drug_loading"": 0.8687607843074292, ""np_diffusion"": 7.1484458691639504e-09, ""particle_size_nm"": 34.84444137262688, ""release_rate"": 0.059912262030302706, ""tumor_growth_rate"": 0.04061833917581078, ""uptake_rate"": 0.010020464152681952}",-527.379654256,final tumor volume exceeds the initial tumor volume.,Treatment failure
204,"{""drug_diffusion"": 7.037871772151425e-10, ""drug_efficacy"": 0.32786660546241825, ""drug_loading"": 0.6847014424497275, ""np_diffusion"": 9.205039871787569e-09, ""particle_size_nm"": 85.84932617163678, ""release_rate"": 0.17677641257961732, ""tumor_growth_rate"": 0.030950518772149833, ""uptake_rate"": 0.08569497352183812}",-148.111855195,final tumor volume exceeds the initial tumor volume.,Treatment failure
210,"{""drug_diffusion"": 7.534866285871884e-09, ""drug_efficacy"": 0.33060092122956675, ""drug_loading"": 0.4110766055241913, ""np_diffusion"": 9.846515431204864e-09, ""particle_size_nm"": 69.0303958613242, ""release_rate"": 0.12446491188081564, ""tumor_growth_rate"": 0.023095446827545794, ""uptake_rate"": 0.03953867849496529}",-31.8395354494,final tumor volume exceeds the initial tumor volume.,Treatment failure
212,"{""drug_diffusion"": 2.131120846487022e-09, ""drug_efficacy"": 0.8911920166472005, ""drug_loading"": 0.31525935262198757, ""np_diffusion"": 2.2496754404934203e-09, ""particle_size_nm"": 85.98820154073428, ""release_rate"": 0.010949691319898373, ""tumor_growth_rate"": 0.0487655961119927, ""uptake_rate"": 0.09637905314100616}",-732.707849939,final tumor volume exceeds the initial tumor volume.,Treatment failure
217,"{""drug_diffusion"": 2.124976991660487e-09, ""drug_efficacy"": 0.8264047727940573, ""drug_loading"": 0.5104911204872383, ""np_diffusion"": 9.975798474485817e-09, ""particle_size_nm"": 41.8620092662385, ""release_rate"": 0.03461512468950091, ""tumor_growth_rate"": 0.04518939506006198, ""uptake_rate"": 0.014523496282202222}",-127.813407579,final tumor volume exceeds the initial tumor volume.,Treatment failure
221,"{""drug_diffusion"": 6.108614122374909e-09, ""drug_efficacy"": 0.39887098918161923, ""drug_loading"": 0.986237780595258, ""np_diffusion"": 4.497928115645499e-09, ""particle_size_nm"": 21.032034248896988, ""release_rate"": 0.1834997092878994, ""tumor_growth_rate"": 0.024614636359957878, ""uptake_rate"": 0.041022668090891445}",-0.706801395218,final tumor volume exceeds the initial tumor volume.,Treatment failure
222,"{""drug_diffusion"": 6.417577892412506e-10, ""drug_efficacy"": 0.3543789074019541, ""drug_loading"": 0.38037400010201455, ""np_diffusion"": 5.714304360191172e-09, ""particle_size_nm"": 41.577101979304345, ""release_rate"": 0.18519901921322476, ""tumor_growth_rate"": 0.03382961274944029, ""uptake_rate"": 0.014274232268478518}",-161.44228002,final tumor volume exceeds the initial tumor volume.,Treatment failure
224,"{""drug_diffusion"": 9.442445205416166e-09, ""drug_efficacy"": 0.3135680286461627, ""drug_loading"": 0.8666024656916931, ""np_diffusion"": 6.629417665808696e-09, ""particle_size_nm"": 92.16865676406438, ""release_rate"": 0.017183611091968996, ""tumor_growth_rate"": 0.036601938927525335, ""uptake_rate"": 0.03592246107539212}",-737.930980291,final tumor volume exceeds the initial tumor volume.,Treatment failure
225,"{""drug_diffusion"": 9.557194861393891e-09, ""drug_efficacy"": 0.5209680945728121, ""drug_loading"": 0.974929325510854, ""np_diffusion"": 7.093634559420063e-09, ""particle_size_nm"": 194.16270061823658, ""release_rate"": 0.14368391697810776, ""tumor_growth_rate"": 0.04906501781174186, ""uptake_rate"": 0.041088241940019136}",-259.876046019,final tumor volume exceeds the initial tumor volume.,Treatment failure
226,"{""drug_diffusion"": 5.814624713343875e-09, ""drug_efficacy"": 0.5904444864930758, ""drug_loading"": 0.990980948223428, ""np_diffusion"": 2.9348487153405724e-09, ""particle_size_nm"": 45.67868084995331, ""release_rate"": 0.11694853354585852, ""tumor_growth_rate"": 0.041507786210617015, ""uptake_rate"": 0.022565241271031582}",-67.3828022363,final tumor volume exceeds the initial tumor volume.,Treatment failure
229,"{""drug_diffusion"": 5.860404087523842e-09, ""drug_efficacy"": 0.930754668388647, ""drug_loading"": 0.5171000508508103, ""np_diffusion"": 2.8224335813290997e-09, ""particle_size_nm"": 196.73965717817362, ""release_rate"": 0.029524094964866618, ""tumor_growth_rate"": 0.04202005461522335, ""uptake_rate"": 0.022106612684654692}",-121.34855733,final tumor volume exceeds the initial tumor volume.,Treatment failure
230,"{""drug_diffusion"": 5.213248062318285e-09, ""drug_efficacy"": 0.5866300312469376, ""drug_loading"": 0.31798750907847995, ""np_diffusion"": 3.3718604721626834e-09, ""particle_size_nm"": 43.54842182588506, ""release_rate"": 0.16717868809448705, ""tumor_growth_rate"": 0.04926207368306642, ""uptake_rate"": 0.021613231741336243}",-169.429834003,final tumor volume exceeds the initial tumor volume.,Treatment failure
234,"{""drug_diffusion"": 1.2070018753224861e-09, ""drug_efficacy"": 0.451086174527896, ""drug_loading"": 0.3105320905240241, ""np_diffusion"": 6.932513488455702e-09, ""particle_size_nm"": 70.19599924128423, ""release_rate"": 0.02693039470754882, ""tumor_growth_rate"": 0.031536565499166606, ""uptake_rate"": 0.03619585322349785}",-286.628605756,final tumor volume exceeds the initial tumor volume.,Treatment failure
236,"{""drug_diffusion"": 9.9527800466963e-09, ""drug_efficacy"": 0.4982031204929137, ""drug_loading"": 0.5453147073718554, ""np_diffusion"": 5.819609121223362e-09, ""particle_size_nm"": 181.94423196740198, ""release_rate"": 0.03256842110107004, ""tumor_growth_rate"": 0.02310316733803748, ""uptake_rate"": 0.01053005342989572}",-38.8470589897,final tumor volume exceeds the initial tumor volume.,Treatment failure
238,"{""drug_diffusion"": 3.402550046836604e-09, ""drug_efficacy"": 0.5721626195689009, ""drug_loading"": 0.5482994142773705, ""np_diffusion"": 7.503926323045444e-09, ""particle_size_nm"": 189.2124260223324, ""release_rate"": 0.01109074009130024, ""tumor_growth_rate"": 0.04858321501991359, ""uptake_rate"": 0.019340808657325445}",-898.524267121,final tumor volume exceeds the initial tumor volume.,Treatment failure
240,"{""drug_diffusion"": 7.376198167216643e-09, ""drug_efficacy"": 0.5464456182873167, ""drug_loading"": 0.4697160548446424, ""np_diffusion"": 9.940123367500437e-09, ""particle_size_nm"": 185.70142778150205, ""release_rate"": 0.10415933620445812, ""tumor_growth_rate"": 0.0429009444283651, ""uptake_rate"": 0.0925024030825089}",-137.037369743,final tumor volume exceeds the initial tumor volume.,Treatment failure
244,"{""drug_diffusion"": 6.1825882271189775e-09, ""drug_efficacy"": 0.30469893018557154, ""drug_loading"": 0.7798574975669679, ""np_diffusion"": 5.981378092703119e-09, ""particle_size_nm"": 115.44017363674679, ""release_rate"": 0.1161243182365278, ""tumor_growth_rate"": 0.03994308363659873, ""uptake_rate"": 0.025983954444149485}",-427.997661359,final tumor volume exceeds the initial tumor volume.,Treatment failure
245,"{""drug_diffusion"": 5.173070331594773e-09, ""drug_efficacy"": 0.7157009468220713, ""drug_loading"": 0.5380217436643955, ""np_diffusion"": 2.7887798556462343e-09, ""particle_size_nm"": 37.801079605470235, ""release_rate"": 0.013782178359573615, ""tumor_growth_rate"": 0.02301056731295397, ""uptake_rate"": 0.051312341907008}",-84.147812004,final tumor volume exceeds the initial tumor volume.,Treatment failure
248,"{""drug_diffusion"": 2.6009557413363075e-09, ""drug_efficacy"": 0.4980472840048591, ""drug_loading"": 0.22671612628332105, ""np_diffusion"": 9.68517225334902e-10, ""particle_size_nm"": 113.32620740331353, ""release_rate"": 0.015396469176812179, ""tumor_growth_rate"": 0.035702827699897986, ""uptake_rate"": 0.0346180990581672}",-560.43073461,final tumor volume exceeds the initial tumor volume.,Treatment failure
249,"{""drug_diffusion"": 1.9763182358783642e-09, ""drug_efficacy"": 0.5683979516969446, ""drug_loading"": 0.9768262454233425, ""np_diffusion"": 9.209046316786757e-09, ""particle_size_nm"": 135.72293732542028, ""release_rate"": 0.19746939733719873, ""tumor_growth_rate"": 0.04292484676583428, ""uptake_rate"": 0.03909027519850021}",-77.2619087413,final tumor volume exceeds the initial tumor volume.,Treatment failure
250,"{""drug_diffusion"": 3.8569552289251015e-09, ""drug_efficacy"": 0.5893280852089982, ""drug_loading"": 0.7055630240195185, ""np_diffusion"": 5.274619029405396e-09, ""particle_size_nm"": 58.57448851912589, ""release_rate"": 0.14004963892905797, ""tumor_growth_rate"": 0.03695725564086027, ""uptake_rate"": 0.0744410762494005}",-12.2977306204,final tumor volume exceeds the initial tumor volume.,Treatment failure
